Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-03-24 00:00:00+00:00,ID,Indonesia,SEARO,0,579,0,49
2020-03-25 00:00:00+00:00,ID,Indonesia,SEARO,211,790,9,58
2020-03-26 00:00:00+00:00,ID,Indonesia,SEARO,103,893,20,78
2020-03-27 00:00:00+00:00,ID,Indonesia,SEARO,153,1046,9,87
2020-03-28 00:00:00+00:00,ID,Indonesia,SEARO,0,1046,0,87
2020-03-29 00:00:00+00:00,ID,Indonesia,SEARO,239,1285,27,114
2020-03-30 00:00:00+00:00,ID,Indonesia,SEARO,129,1414,8,122
2020-03-31 00:00:00+00:00,ID,Indonesia,SEARO,114,1528,14,136
2020-04-01 00:00:00+00:00,ID,Indonesia,SEARO,149,1677,21,157
2020-04-02 00:00:00+00:00,ID,Indonesia,SEARO,113,1790,13,170
2020-04-03 00:00:00+00:00,ID,Indonesia,SEARO,196,1986,11,181
2020-04-04 00:00:00+00:00,ID,Indonesia,SEARO,106,2092,10,191
2020-04-05 00:00:00+00:00,ID,Indonesia,SEARO,181,2273,7,198
2020-04-06 00:00:00+00:00,ID,Indonesia,SEARO,218,2491,11,209
2020-04-07 00:00:00+00:00,ID,Indonesia,SEARO,247,2738,12,221
2020-04-08 00:00:00+00:00,ID,Indonesia,SEARO,218,2956,19,240
2020-04-09 00:00:00+00:00,ID,Indonesia,SEARO,337,3293,40,280
2020-04-10 00:00:00+00:00,ID,Indonesia,SEARO,219,3512,26,306
2020-04-11 00:00:00+00:00,ID,Indonesia,SEARO,330,3842,21,327
2020-04-12 00:00:00+00:00,ID,Indonesia,SEARO,399,4241,46,373
2020-04-13 00:00:00+00:00,ID,Indonesia,SEARO,316,4557,26,399
2020-04-14 00:00:00+00:00,ID,Indonesia,SEARO,282,4839,60,459
2020-04-15 00:00:00+00:00,ID,Indonesia,SEARO,297,5136,10,469
2020-04-16 00:00:00+00:00,ID,Indonesia,SEARO,380,5516,27,496
2020-04-17 00:00:00+00:00,ID,Indonesia,SEARO,407,5923,24,520
2020-04-18 00:00:00+00:00,ID,Indonesia,SEARO,325,6248,15,535
2020-04-19 00:00:00+00:00,ID,Indonesia,SEARO,327,6575,47,582
2020-04-20 00:00:00+00:00,ID,Indonesia,SEARO,185,6760,8,590
2020-04-21 00:00:00+00:00,ID,Indonesia,SEARO,375,7135,26,616
2020-04-22 00:00:00+00:00,ID,Indonesia,SEARO,283,7418,19,635
2020-04-23 00:00:00+00:00,ID,Indonesia,SEARO,357,7775,12,647
2020-04-24 00:00:00+00:00,ID,Indonesia,SEARO,436,8211,42,689
2020-04-25 00:00:00+00:00,ID,Indonesia,SEARO,396,8607,31,720
2020-04-26 00:00:00+00:00,ID,Indonesia,SEARO,275,8882,23,743
2020-04-27 00:00:00+00:00,ID,Indonesia,SEARO,214,9096,22,765
2020-04-28 00:00:00+00:00,ID,Indonesia,SEARO,415,9511,8,773
2020-04-29 00:00:00+00:00,ID,Indonesia,SEARO,260,9771,11,784
2020-04-30 00:00:00+00:00,ID,Indonesia,SEARO,347,10118,8,792
2020-05-01 00:00:00+00:00,ID,Indonesia,SEARO,433,10551,8,800
2020-05-02 00:00:00+00:00,ID,Indonesia,SEARO,292,10843,31,831
2020-05-03 00:00:00+00:00,ID,Indonesia,SEARO,349,11192,14,845
2020-05-04 00:00:00+00:00,ID,Indonesia,SEARO,395,11587,19,864
2020-05-05 00:00:00+00:00,ID,Indonesia,SEARO,484,12071,8,872
2020-05-06 00:00:00+00:00,ID,Indonesia,SEARO,367,12438,23,895
2020-05-07 00:00:00+00:00,ID,Indonesia,SEARO,338,12776,35,930
2020-05-08 00:00:00+00:00,ID,Indonesia,SEARO,336,13112,13,943
2020-05-09 00:00:00+00:00,ID,Indonesia,SEARO,533,13645,16,959
2020-05-10 00:00:00+00:00,ID,Indonesia,SEARO,387,14032,14,973
2020-05-11 00:00:00+00:00,ID,Indonesia,SEARO,233,14265,18,991
2020-05-12 00:00:00+00:00,ID,Indonesia,SEARO,484,14749,16,1007
2020-05-13 00:00:00+00:00,ID,Indonesia,SEARO,689,15438,21,1028
2020-05-14 00:00:00+00:00,ID,Indonesia,SEARO,568,16006,15,1043
2020-05-15 00:00:00+00:00,ID,Indonesia,SEARO,490,16496,33,1076
2020-05-16 00:00:00+00:00,ID,Indonesia,SEARO,529,17025,13,1089
2020-05-17 00:00:00+00:00,ID,Indonesia,SEARO,489,17514,59,1148
2020-05-18 00:00:00+00:00,ID,Indonesia,SEARO,496,18010,43,1191
2020-05-19 00:00:00+00:00,ID,Indonesia,SEARO,486,18496,30,1221
2020-05-20 00:00:00+00:00,ID,Indonesia,SEARO,693,19189,21,1242
2020-05-21 00:00:00+00:00,ID,Indonesia,SEARO,973,20162,36,1278
2020-05-22 00:00:00+00:00,ID,Indonesia,SEARO,634,20796,48,1326
2020-05-23 00:00:00+00:00,ID,Indonesia,SEARO,949,21745,25,1351
2020-05-24 00:00:00+00:00,ID,Indonesia,SEARO,526,22271,21,1372
2020-05-25 00:00:00+00:00,ID,Indonesia,SEARO,479,22750,19,1391
2020-05-26 00:00:00+00:00,ID,Indonesia,SEARO,415,23165,27,1418
2020-05-27 00:00:00+00:00,ID,Indonesia,SEARO,686,23851,55,1473
2020-05-28 00:00:00+00:00,ID,Indonesia,SEARO,687,24538,23,1496
2020-05-29 00:00:00+00:00,ID,Indonesia,SEARO,678,25216,24,1520
2020-05-30 00:00:00+00:00,ID,Indonesia,SEARO,557,25773,53,1573
2020-05-31 00:00:00+00:00,ID,Indonesia,SEARO,700,26473,40,1613
2020-06-01 00:00:00+00:00,ID,Indonesia,SEARO,0,26473,0,1613
2020-06-02 00:00:00+00:00,ID,Indonesia,SEARO,467,26940,28,1641
2020-06-03 00:00:00+00:00,ID,Indonesia,SEARO,609,27549,22,1663
2020-06-04 00:00:00+00:00,ID,Indonesia,SEARO,684,28233,35,1698
2020-06-05 00:00:00+00:00,ID,Indonesia,SEARO,585,28818,23,1721
2020-06-06 00:00:00+00:00,ID,Indonesia,SEARO,703,29521,49,1770
2020-06-07 00:00:00+00:00,ID,Indonesia,SEARO,993,30514,31,1801
2020-06-08 00:00:00+00:00,ID,Indonesia,SEARO,672,31186,50,1851
2020-06-09 00:00:00+00:00,ID,Indonesia,SEARO,847,32033,32,1883
2020-06-10 00:00:00+00:00,ID,Indonesia,SEARO,1043,33076,40,1923
2020-06-11 00:00:00+00:00,ID,Indonesia,SEARO,1240,34316,36,1959
2020-06-12 00:00:00+00:00,ID,Indonesia,SEARO,979,35295,41,2000
2020-03-07 00:00:00+00:00,MV,Maldives,SEARO,2,2,0,0
2020-03-08 00:00:00+00:00,MV,Maldives,SEARO,2,4,0,0
2020-03-09 00:00:00+00:00,MV,Maldives,SEARO,0,4,0,0
2020-03-10 00:00:00+00:00,MV,Maldives,SEARO,2,6,0,0
2020-03-11 00:00:00+00:00,MV,Maldives,SEARO,2,8,0,0
2020-03-12 00:00:00+00:00,MV,Maldives,SEARO,0,8,0,0
2020-03-13 00:00:00+00:00,MV,Maldives,SEARO,0,8,0,0
2020-03-14 00:00:00+00:00,MV,Maldives,SEARO,1,9,0,0
2020-03-15 00:00:00+00:00,MV,Maldives,SEARO,4,13,0,0
2020-03-16 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-17 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-18 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-19 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-20 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-21 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-22 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-23 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-24 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-25 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-26 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-27 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-28 00:00:00+00:00,MV,Maldives,SEARO,0,13,0,0
2020-03-29 00:00:00+00:00,MV,Maldives,SEARO,3,16,0,0
2020-03-30 00:00:00+00:00,MV,Maldives,SEARO,1,17,0,0
2020-03-31 00:00:00+00:00,MV,Maldives,SEARO,0,17,0,0
2020-04-01 00:00:00+00:00,MV,Maldives,SEARO,1,18,0,0
2020-04-02 00:00:00+00:00,MV,Maldives,SEARO,1,19,0,0
2020-04-03 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-04 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-05 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-06 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-07 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-08 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-09 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-10 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-11 00:00:00+00:00,MV,Maldives,SEARO,0,19,0,0
2020-04-12 00:00:00+00:00,MV,Maldives,SEARO,1,20,0,0
2020-04-13 00:00:00+00:00,MV,Maldives,SEARO,0,20,0,0
2020-04-14 00:00:00+00:00,MV,Maldives,SEARO,0,20,0,0
2020-04-15 00:00:00+00:00,MV,Maldives,SEARO,1,21,0,0
2020-04-16 00:00:00+00:00,MV,Maldives,SEARO,2,23,0,0
2020-04-17 00:00:00+00:00,MV,Maldives,SEARO,5,28,0,0
2020-04-18 00:00:00+00:00,MV,Maldives,SEARO,6,34,0,0
2020-04-19 00:00:00+00:00,MV,Maldives,SEARO,17,51,0,0
2020-04-20 00:00:00+00:00,MV,Maldives,SEARO,9,60,0,0
2020-04-21 00:00:00+00:00,MV,Maldives,SEARO,23,83,0,0
2020-04-22 00:00:00+00:00,MV,Maldives,SEARO,2,85,0,0
2020-04-23 00:00:00+00:00,MV,Maldives,SEARO,9,94,0,0
2020-04-24 00:00:00+00:00,MV,Maldives,SEARO,22,116,0,0
2020-04-25 00:00:00+00:00,MV,Maldives,SEARO,21,137,0,0
2020-04-26 00:00:00+00:00,MV,Maldives,SEARO,51,188,0,0
2020-04-27 00:00:00+00:00,MV,Maldives,SEARO,26,214,0,0
2020-04-28 00:00:00+00:00,MV,Maldives,SEARO,31,245,0,0
2020-04-29 00:00:00+00:00,MV,Maldives,SEARO,11,256,0,0
2020-04-30 00:00:00+00:00,MV,Maldives,SEARO,140,396,0,0
2020-05-01 00:00:00+00:00,MV,Maldives,SEARO,72,468,1,1
2020-05-02 00:00:00+00:00,MV,Maldives,SEARO,23,491,0,1
2020-05-03 00:00:00+00:00,MV,Maldives,SEARO,28,519,0,1
2020-05-04 00:00:00+00:00,MV,Maldives,SEARO,8,527,0,1
2020-05-05 00:00:00+00:00,MV,Maldives,SEARO,30,557,0,1
2020-05-06 00:00:00+00:00,MV,Maldives,SEARO,61,618,1,2
2020-05-07 00:00:00+00:00,MV,Maldives,SEARO,0,618,0,2
2020-05-08 00:00:00+00:00,MV,Maldives,SEARO,30,648,1,3
2020-05-09 00:00:00+00:00,MV,Maldives,SEARO,96,744,0,3
2020-05-10 00:00:00+00:00,MV,Maldives,SEARO,41,785,0,3
2020-05-11 00:00:00+00:00,MV,Maldives,SEARO,50,835,0,3
2020-05-12 00:00:00+00:00,MV,Maldives,SEARO,62,897,0,3
2020-05-13 00:00:00+00:00,MV,Maldives,SEARO,7,904,0,3
2020-05-14 00:00:00+00:00,MV,Maldives,SEARO,64,968,1,4
2020-05-15 00:00:00+00:00,MV,Maldives,SEARO,52,1020,0,4
2020-05-16 00:00:00+00:00,MV,Maldives,SEARO,58,1078,0,4
2020-05-17 00:00:00+00:00,MV,Maldives,SEARO,0,1078,0,4
2020-05-18 00:00:00+00:00,MV,Maldives,SEARO,16,1094,0,4
2020-05-19 00:00:00+00:00,MV,Maldives,SEARO,49,1143,0,4
2020-05-20 00:00:00+00:00,MV,Maldives,SEARO,43,1186,0,4
2020-05-21 00:00:00+00:00,MV,Maldives,SEARO,30,1216,0,4
2020-05-22 00:00:00+00:00,MV,Maldives,SEARO,0,1216,0,4
2020-05-23 00:00:00+00:00,MV,Maldives,SEARO,58,1274,0,4
2020-05-24 00:00:00+00:00,MV,Maldives,SEARO,39,1313,0,4
2020-05-25 00:00:00+00:00,MV,Maldives,SEARO,82,1395,0,4
2020-05-26 00:00:00+00:00,MV,Maldives,SEARO,0,1395,0,4
2020-05-27 00:00:00+00:00,MV,Maldives,SEARO,62,1457,1,5
2020-05-28 00:00:00+00:00,MV,Maldives,SEARO,0,1457,0,5
2020-05-29 00:00:00+00:00,MV,Maldives,SEARO,56,1513,0,5
2020-05-30 00:00:00+00:00,MV,Maldives,SEARO,120,1633,0,5
2020-05-31 00:00:00+00:00,MV,Maldives,SEARO,39,1672,0,5
2020-06-01 00:00:00+00:00,MV,Maldives,SEARO,101,1773,0,5
2020-06-02 00:00:00+00:00,MV,Maldives,SEARO,56,1829,1,6
2020-06-03 00:00:00+00:00,MV,Maldives,SEARO,12,1841,1,7
2020-06-04 00:00:00+00:00,MV,Maldives,SEARO,9,1850,0,7
2020-06-05 00:00:00+00:00,MV,Maldives,SEARO,22,1872,0,7
2020-06-06 00:00:00+00:00,MV,Maldives,SEARO,11,1883,0,7
2020-06-07 00:00:00+00:00,MV,Maldives,SEARO,18,1901,1,8
2020-06-08 00:00:00+00:00,MV,Maldives,SEARO,2,1903,0,8
2020-06-09 00:00:00+00:00,MV,Maldives,SEARO,13,1916,0,8
2020-06-10 00:00:00+00:00,MV,Maldives,SEARO,26,1942,0,8
2020-06-11 00:00:00+00:00,MV,Maldives,SEARO,20,1962,0,8
2020-06-12 00:00:00+00:00,MV,Maldives,SEARO,14,1976,0,8
2020-03-24 00:00:00+00:00,MM,Myanmar,SEARO,2,2,0,0
2020-03-25 00:00:00+00:00,MM,Myanmar,SEARO,1,3,0,0
2020-03-26 00:00:00+00:00,MM,Myanmar,SEARO,0,3,0,0
2020-03-27 00:00:00+00:00,MM,Myanmar,SEARO,2,5,0,0
2020-03-28 00:00:00+00:00,MM,Myanmar,SEARO,0,5,0,0
2020-03-29 00:00:00+00:00,MM,Myanmar,SEARO,3,8,0,0
2020-03-30 00:00:00+00:00,MM,Myanmar,SEARO,2,10,0,0
2020-03-31 00:00:00+00:00,MM,Myanmar,SEARO,4,14,0,0
2020-04-01 00:00:00+00:00,MM,Myanmar,SEARO,1,15,1,1
2020-04-02 00:00:00+00:00,MM,Myanmar,SEARO,1,16,0,1
2020-04-03 00:00:00+00:00,MM,Myanmar,SEARO,4,20,0,1
2020-04-04 00:00:00+00:00,MM,Myanmar,SEARO,0,20,0,1
2020-04-05 00:00:00+00:00,MM,Myanmar,SEARO,1,21,0,1
2020-04-06 00:00:00+00:00,MM,Myanmar,SEARO,0,21,0,1
2020-04-07 00:00:00+00:00,MM,Myanmar,SEARO,1,22,0,1
2020-04-08 00:00:00+00:00,MM,Myanmar,SEARO,0,22,2,3
2020-04-09 00:00:00+00:00,MM,Myanmar,SEARO,0,22,0,3
2020-04-10 00:00:00+00:00,MM,Myanmar,SEARO,5,27,0,3
2020-04-11 00:00:00+00:00,MM,Myanmar,SEARO,1,28,0,3
2020-04-12 00:00:00+00:00,MM,Myanmar,SEARO,10,38,0,3
2020-04-13 00:00:00+00:00,MM,Myanmar,SEARO,3,41,1,4
2020-04-14 00:00:00+00:00,MM,Myanmar,SEARO,21,62,0,4
2020-04-15 00:00:00+00:00,MM,Myanmar,SEARO,12,74,0,4
2020-04-16 00:00:00+00:00,MM,Myanmar,SEARO,11,85,0,4
2020-04-17 00:00:00+00:00,MM,Myanmar,SEARO,0,85,0,4
2020-04-18 00:00:00+00:00,MM,Myanmar,SEARO,9,94,1,5
2020-04-19 00:00:00+00:00,MM,Myanmar,SEARO,13,107,0,5
2020-04-20 00:00:00+00:00,MM,Myanmar,SEARO,4,111,0,5
2020-04-21 00:00:00+00:00,MM,Myanmar,SEARO,8,119,0,5
2020-04-22 00:00:00+00:00,MM,Myanmar,SEARO,2,121,0,5
2020-04-23 00:00:00+00:00,MM,Myanmar,SEARO,6,127,0,5
2020-04-24 00:00:00+00:00,MM,Myanmar,SEARO,12,139,0,5
2020-04-25 00:00:00+00:00,MM,Myanmar,SEARO,5,144,0,5
2020-04-26 00:00:00+00:00,MM,Myanmar,SEARO,2,146,0,5
2020-04-27 00:00:00+00:00,MM,Myanmar,SEARO,0,146,0,5
2020-04-28 00:00:00+00:00,MM,Myanmar,SEARO,0,146,0,5
2020-04-29 00:00:00+00:00,MM,Myanmar,SEARO,4,150,0,5
2020-04-30 00:00:00+00:00,MM,Myanmar,SEARO,0,150,1,6
2020-05-01 00:00:00+00:00,MM,Myanmar,SEARO,1,151,0,6
2020-05-02 00:00:00+00:00,MM,Myanmar,SEARO,0,151,0,6
2020-05-03 00:00:00+00:00,MM,Myanmar,SEARO,0,151,0,6
2020-05-04 00:00:00+00:00,MM,Myanmar,SEARO,4,155,0,6
2020-05-05 00:00:00+00:00,MM,Myanmar,SEARO,6,161,0,6
2020-05-06 00:00:00+00:00,MM,Myanmar,SEARO,0,161,0,6
2020-05-07 00:00:00+00:00,MM,Myanmar,SEARO,1,162,0,6
2020-05-08 00:00:00+00:00,MM,Myanmar,SEARO,14,176,0,6
2020-05-09 00:00:00+00:00,MM,Myanmar,SEARO,1,177,0,6
2020-05-10 00:00:00+00:00,MM,Myanmar,SEARO,1,178,0,6
2020-05-11 00:00:00+00:00,MM,Myanmar,SEARO,2,180,0,6
2020-05-12 00:00:00+00:00,MM,Myanmar,SEARO,0,180,0,6
2020-05-13 00:00:00+00:00,MM,Myanmar,SEARO,0,180,0,6
2020-05-14 00:00:00+00:00,MM,Myanmar,SEARO,1,181,0,6
2020-05-15 00:00:00+00:00,MM,Myanmar,SEARO,0,181,0,6
2020-05-16 00:00:00+00:00,MM,Myanmar,SEARO,1,182,0,6
2020-05-17 00:00:00+00:00,MM,Myanmar,SEARO,2,184,0,6
2020-05-18 00:00:00+00:00,MM,Myanmar,SEARO,4,188,0,6
2020-05-19 00:00:00+00:00,MM,Myanmar,SEARO,3,191,0,6
2020-05-20 00:00:00+00:00,MM,Myanmar,SEARO,2,193,0,6
2020-05-21 00:00:00+00:00,MM,Myanmar,SEARO,6,199,0,6
2020-05-22 00:00:00+00:00,MM,Myanmar,SEARO,0,199,0,6
2020-05-23 00:00:00+00:00,MM,Myanmar,SEARO,2,201,0,6
2020-05-24 00:00:00+00:00,MM,Myanmar,SEARO,0,201,0,6
2020-05-25 00:00:00+00:00,MM,Myanmar,SEARO,0,201,0,6
2020-05-26 00:00:00+00:00,MM,Myanmar,SEARO,5,206,0,6
2020-05-27 00:00:00+00:00,MM,Myanmar,SEARO,0,206,0,6
2020-05-28 00:00:00+00:00,MM,Myanmar,SEARO,0,206,0,6
2020-05-29 00:00:00+00:00,MM,Myanmar,SEARO,0,206,0,6
2020-05-30 00:00:00+00:00,MM,Myanmar,SEARO,18,224,0,6
2020-05-31 00:00:00+00:00,MM,Myanmar,SEARO,0,224,0,6
2020-06-01 00:00:00+00:00,MM,Myanmar,SEARO,0,224,0,6
2020-06-02 00:00:00+00:00,MM,Myanmar,SEARO,4,228,0,6
2020-06-03 00:00:00+00:00,MM,Myanmar,SEARO,5,233,0,6
2020-06-04 00:00:00+00:00,MM,Myanmar,SEARO,1,234,0,6
2020-06-05 00:00:00+00:00,MM,Myanmar,SEARO,2,236,0,6
2020-06-06 00:00:00+00:00,MM,Myanmar,SEARO,0,236,0,6
2020-06-07 00:00:00+00:00,MM,Myanmar,SEARO,4,240,0,6
2020-06-08 00:00:00+00:00,MM,Myanmar,SEARO,2,242,0,6
2020-06-09 00:00:00+00:00,MM,Myanmar,SEARO,2,244,0,6
2020-06-10 00:00:00+00:00,MM,Myanmar,SEARO,2,246,0,6
2020-06-11 00:00:00+00:00,MM,Myanmar,SEARO,2,248,0,6
2020-06-12 00:00:00+00:00,MM,Myanmar,SEARO,13,261,0,6
2020-01-23 00:00:00+00:00,NP,Nepal,SEARO,1,1,0,0
2020-01-24 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-25 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-26 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-27 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-28 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-29 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-30 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-01-31 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-01 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-02 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-03 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-04 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-05 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-06 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-07 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-08 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-09 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-10 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-11 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-12 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-13 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-14 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-15 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-16 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-17 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-18 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-19 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-20 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-21 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-22 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-23 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-24 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-25 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-26 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-27 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-28 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-02-29 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-01 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-02 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-03 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-04 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-05 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-06 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-07 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-08 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-09 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-10 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-11 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-12 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-13 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-14 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-15 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-16 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-17 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-18 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-19 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-20 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-21 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-22 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-23 00:00:00+00:00,NP,Nepal,SEARO,0,1,0,0
2020-03-24 00:00:00+00:00,NP,Nepal,SEARO,1,2,0,0
2020-03-25 00:00:00+00:00,NP,Nepal,SEARO,0,2,0,0
2020-03-26 00:00:00+00:00,NP,Nepal,SEARO,1,3,0,0
2020-03-27 00:00:00+00:00,NP,Nepal,SEARO,0,3,0,0
2020-03-28 00:00:00+00:00,NP,Nepal,SEARO,0,3,0,0
2020-03-29 00:00:00+00:00,NP,Nepal,SEARO,2,5,0,0
2020-03-30 00:00:00+00:00,NP,Nepal,SEARO,0,5,0,0
2020-03-31 00:00:00+00:00,NP,Nepal,SEARO,0,5,0,0
2020-04-01 00:00:00+00:00,NP,Nepal,SEARO,0,5,0,0
2020-04-02 00:00:00+00:00,NP,Nepal,SEARO,0,5,0,0
2020-04-03 00:00:00+00:00,NP,Nepal,SEARO,1,6,0,0
2020-04-04 00:00:00+00:00,NP,Nepal,SEARO,0,6,0,0
2020-04-05 00:00:00+00:00,NP,Nepal,SEARO,3,9,0,0
2020-04-06 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-07 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-08 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-09 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-10 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-11 00:00:00+00:00,NP,Nepal,SEARO,0,9,0,0
2020-04-12 00:00:00+00:00,NP,Nepal,SEARO,3,12,0,0
2020-04-13 00:00:00+00:00,NP,Nepal,SEARO,2,14,0,0
2020-04-14 00:00:00+00:00,NP,Nepal,SEARO,2,16,0,0
2020-04-15 00:00:00+00:00,NP,Nepal,SEARO,0,16,0,0
2020-04-16 00:00:00+00:00,NP,Nepal,SEARO,0,16,0,0
2020-04-17 00:00:00+00:00,NP,Nepal,SEARO,0,16,0,0
2020-04-18 00:00:00+00:00,NP,Nepal,SEARO,14,30,0,0
2020-04-19 00:00:00+00:00,NP,Nepal,SEARO,1,31,0,0
2020-04-20 00:00:00+00:00,NP,Nepal,SEARO,0,31,0,0
2020-04-21 00:00:00+00:00,NP,Nepal,SEARO,1,32,0,0
2020-04-22 00:00:00+00:00,NP,Nepal,SEARO,10,42,0,0
2020-04-23 00:00:00+00:00,NP,Nepal,SEARO,3,45,0,0
2020-04-24 00:00:00+00:00,NP,Nepal,SEARO,3,48,0,0
2020-04-25 00:00:00+00:00,NP,Nepal,SEARO,1,49,0,0
2020-04-26 00:00:00+00:00,NP,Nepal,SEARO,2,51,0,0
2020-04-27 00:00:00+00:00,NP,Nepal,SEARO,1,52,0,0
2020-04-28 00:00:00+00:00,NP,Nepal,SEARO,0,52,0,0
2020-04-29 00:00:00+00:00,NP,Nepal,SEARO,5,57,0,0
2020-04-30 00:00:00+00:00,NP,Nepal,SEARO,0,57,0,0
